pbs	frecLEXIN
ruidoso	1
ruina	2
ruiseñor	4
ruja	1
ruleta	2
rulo	5
rumbo	3
rumor	2
ruperto	2
ruptura	1
rusa	2
ruso	6
ruta	3
s	1
sa	2
sábado	48
sábados	2
sábana	8
sabe	54
sabedor	1
sabéis	10
sabemos	5
saben	11
saber	26
saberlo	7
sabes	38
sabia	1
sabía	26
sabíamos	4
sabían	8
sabías	12
sabio	4
sabios	3
sable	13
sabor	8
saboreaban	2
saborear	2
sabrás	5
sabré	4
sabremos	1
sabrosa	2
sabrosas	1
sabroso	1
sabrosos	4
saca	32
sacaba	2
sacada	2
sacadme	1
sacado	5
sacados	1
sacamos	3
sacan	6
sacando	2
sacapuntas	5
sacar	12
sacáramos	1
sacaran	2
sacaré	1
sacarlo	2
sacaron	1
sacas	1
saco	26
sacó	15
sacos	4
sacude	3
sacuden	1
sacudido	1
sacudiendo	1
sacudimos	1
sacudió	4
sacudir	1
sáez	1
safari	1
sahara	1
sáhara	2
saharaui	3
sakkara	1
sal	56
sala	23
salado	2
salam	5
salamandra	2
salamanquesa	1
salchicha	5
salchichas	5
salchichón	4
saldrá	2
saldrán	3
saldré	1
saldremos	1
saldría	1
saldrían	2
sale	133
salen	39
salero	8
sales	1
salga	8
salgan	2
salgas	1
salgo	7
salí	6
salía	13
salían	5
salida	8
salido	21
saliendo	8
salieran	4
salieron	11
saliese	5
salimos	9
salió	54
salir	40
salirnos	1
salirse	1
salírsele	1
salita	1
saliva	2
salmón	6
salmonete	1
salmonetes	1
saló	1
salomón	14
salón	11
salones	1
salou	1
salpicado	4
salpican	4
salsa	4
salta	58
saltaba	4
saltaban	1
saltador	1
saltamontes	8
saltamos	1
saltan	18
saltando	5
saltar	16
saltaré	1
saltarín	1
saltarina	2
saltarines	1
saltarla	1
saltaron	3
salten	2
saltito	2
saltitos	1
salto	18
saltó	4
saltones	3
saltos	13
salud	10
saluda	23
saludaba	3
saludable	1
saludado	3
saludados	2
saludan	2
saludando	1
saludar	9
saludará	1
saludarlo	1
saludarme	3
saludaron	1
saludo	4
saludó	8
saludos	2
salva	3
salvado	3
salvajada	1
salvaje	4
salvajes	6
salvan	1
salvar	1
salvarnos	3
salvavidas	4
salvó	5
samanta	1
samba	1
samuel	4
san	30
sana	6
sanas	3
sánchez	2
sandalia	6
sandalias	7
sandía	45
sandías	1
sangra	1
sangre	2
sano	7
sanó	1
sanos	1
santa	4
santander	2
santi	3
santiamén	1
santo	9
sanz	10
sao	2
sapito	9
sapo	91
sapos	14
saque	2
saqué	4
saquen	1
saqueo	1
saquitos	1
sara	25
sarampión	5
sardina	9
sardinas	9
sardinitas	1
sarmientos	2
sartén	11
sartenes	1
sastre	8
satisfacción	1
satisfecha	1
satisfecho	5
satisfechos	4
saturno	2
sauce	3
saúl	1
saxo	6
saxofón	33
saxofones	1
saxofonista	2
saya	1
sayonara	1
se	2,542
sé	45
sea	18
sean	9
seas	3
sebo	8
seca	2
secado	1
secador	6
secando	3
secarse	2
secas	7
seco	11
secó	3
secos	4
secreta	1
secreto	14
secretos	8
sector	2
secuencia	1
secuestrar	1
sed	16
seda	23
sedal	2
sede	1
sedientas	2
see	1
segadora	1
segadores	1
seguí	1
seguía	12
seguían	6
seguida	18
seguidillas	4
seguidme	1
seguido	1
seguimos	5
seguir	12
seguirán	2
seguiré	1
seguiremos	1
según	26
segunda	12
segundo	7
segundos	2
segura	4
seguridad	1
segurísimo	1
seguro	26
seguros	4
seis	84
seiscientas	1
seiscientos	1
selecciona	3
seleccionar	2
selma	2
selva	15
selvas	2
sello	13
sellos	2
semáforo	17
semáforos	3
semana	17
semanas	6
sembraba	2
sembrado	1
sembradores	1
sembrando	1
sembrar	2
sembrarán	1
sembraré	2
sembró	1
semejante	1
semilla	7
semillas	19
sémola	1
sencillo	1
senda	3
sendero	3
senderos	5
sentaba	7
sentabas	2
sentada	6
sentadita	5
sentadito	3
sentado	8
sentados	4
sentamos	6
sentaos	1
sentara	1
sentaron	3
sentarse	5
sentásemos	1
senté	3
sentenció	1
sentí	4
sentía	10
sentían	7
sentido	3
sentidos	1
sentimiento	4
sentimos	2
sentir	5
sentirá	2
sentirla	4
sentirme	1
sentó	14
señal	6
señala	21
señalaba	2
señalado	2
señalándoles	1
señalándose	5
señales	7
señaló	2
señas	2
señor	61
señora	34
señoras	4
señores	10
señorita	8
señoritas	2
sepa	8
sepan	1
separa	6
separada	1
separando	1
separar	3
separarla	2
separarnos	1
separe	1
separéis	1
separó	1
sepas	2
sepia	2
septiembre	5
séptima	1
séptimo	6
sequía	2
ser	125
será	43
serafín	1
serán	8
serás	5
seré	7
seremos	1
serena	4
serenata	1
seres	4
sergio	3
sería	10
serían	3
serías	5
serie	3
series	4
serio	6
serios	3
serpentinas	1
serpiente	21
serrín	1
serrucho	10
servilleta	1
servir	1
sesenta	20
seta	15
setas	38
setenta	19
setita	1
seto	5
severa	2
sevilla	6
sevillana	4
sexo	1
sexta	1
sexto	13
si	357
sí	210
sibiu	2
sido	28
siembra	6
siembran	2
siempre	130
siendo	5
sienta	8
sientan	5
sientas	2
siente	10
sienten	1
sientes	2
siéntese	2
siento	13
sierra	42
sierras	4
siesta	5
siete	59
siga	6
siglo	7
significa	5
significado	7
significados	1
significan	6
signifique	3
signo	9
signos	4
sigo	2
sigue	33
sígueme	5
siguen	4
siguiendo	6
siguiente	28
siguientes	9
siguieron	5
siguió	10
sílaba	2
sílabas	20
silba	7
silbaban	2
silbando	3
silbato	5
silbido	2
silbidos	1
silbo	2
silbó	2
silencia	1
silencio	26
silencios	2
silenciosa	1
silencioso	2
silenciosos	2
silueta	3
silvia	4
silla	69
sillas	7
sillín	3
sillita	2
sillón	17
similar	3
simpatía	5
simpática	6
simpáticas	1
simpático	2
simpáticos	4
simple	1
simplemente	1
simulados	5
sin	195
singular	1
sino	12
sintiéndose	1
sintiera	3
sintieron	2
sintió	8
siquiera	9
sirena	11
sirenas	3
sirenita	7
sirve	43
sirven	10
sirviendo	6
sirvieron	2
sirvió	4
sirvo	2
sis	1
sisi	10
sistema	1
sitio	25
sitios	14
situación	2
situaciones	3
situado	2
situarán	4
sixto	1
sobra	6
sobrasada	1
sobre	124
sobres	6
sobresaltado	2
sobrina	2
sobrino	2
socorrista	1
socorristas	1
socorro	17
sofá	54
sofía	1
soga	1
sois	7
soja	1
sol	289
sola	61
solamente	2
solari	10
solas	2
soldadito	3
soldado	10
soldados	2
soldar	1
sole	3
soleada	3
soleado	5
soledad	2
solemne	1
solemnemente	2
soles	4
solían	4
sólida	3
solidaridad	3
sólidos	1
solita	4
solitaria	1
solitario	1
solito	6
solo	76
sólo	85
solomillos	1
solos	7
soltando	1
soltar	4
soltarla	3
soltarme	1
soltarse	1
soltera	3
soltó	6
solución	24
solucionar	1
sollozos	2
soma	1
sombra	23
sombrerero	2
sombrerito	2
sombrero	43
sombreros	2
sombrilla	16
sombrillas	1
sometido	1
somos	23
son	373
sonaba	3
sonajero	1
sonando	2
sonar	11
sonaron	2
sonata	1
sonido	33
sonidos	3
sonó	2
sonoro	2
sonreía	4
sonreír	2
sonríe	6
sonríen	3
sonriendo	1
sonriente	3
sonrieron	1
sonrió	7
sonrisa	9
sonrisas	5
soñaba	4
soñado	1
soñando	6
soñar	7
soñé	1
soñó	3
sopa	110
sopas	1
sopera	2
sopita	3
sopla	17
soplaba	4
soplado	1
soplando	2
soplar	10
soplaré	2
soplé	1
soplo	1
sopló	7
sopor	2
soporta	1
soportar	3
soporto	1
soprano	2
sorbete	5
sorbo	1
sordo	5
sordos	1
sorprendentes	2
sorprendida	4
sorprendido	3
sorprendidos	5
sorprendió	2
sorpresa	19
sorpresas	2
sortea	2
sorteo	2
sortija	1
sosa	6
soso	9
sosos	2
sospechaba	2
sospechó	3
sostengo	2
sostenía	1
sosteniendo	1
sostiene	2
sostienes	1
sota	2
sótano	1
sou	3
soy	272
stop	3
su	1,195
suave	33
suavemente	5
suavidad	3
suavizantes	1
suba	7
subdirector	1
sube	61
suben	12
subes	1
súbete	2
subí	4
subía	7
subida	2
subido	8
subidos	3
subiendo	5
subiera	1
subieron	6
subimos	3
subió	17
subíos	1
subir	18
subiré	1
subiría	2
subirla	2
subirse	3
submarinista	9
submarino	21
subo	4
subraya	7
subrayada	1
subrayadas	2
subsidios	1
subsuelo	1
subterránea	1
subterráneo	1
sucede	8
suceder	4
sucedía	2
sucedían	1
sucedido	5
sucediendo	2
sucedió	15
sucesos	2
sucia	6
sucio	8
sucios	3
suda	2
sudaba	1
sudaban	2
sudadera	2
sudar	4
sudor	2
suela	14
suelas	3
suele	9
suelen	1
sueles	1
suelo	95
suelos	2
suelta	6
sueltas	2
suelte	2
sueltes	1
suelto	3
sueltos	7
suena	31
suenan	18
suene	2
suenen	1
sueña	13
sueñan	4
sueñes	3
sueño	40
sueños	7
suerte	15
suficiente	3
sufre	3
sufren	1
sufres	1
sufrir	3
sugirió	4
sujeta	6
sujetaba	2
sujetan	1
sujetarlos	1
sujetarse	2
sujetas	4
sujeté	1
sujeto	2
sujetó	1
sujetos	1
sultán	3
suma	37
sumar	4
sumas	3
sumerge	1
supe	1
super	1
superarlo	1
superestrella	6
superficie	4
superior	3
supermercado	6
supermercados	1
supernoticia	1
superpollo	8
supiera	2
supieron	2
supimos	2
suplicado	1
suplican	1
suplicando	2
suplico	1
suplicó	2
supo	1
supongo	1
supuesto	8
sur	7
surco	2
surgido	3
surgieron	2
sus	462
susa	3
susana	9
susi	57
suso	18
suspensivos	1
suspira	3
suspiraba	3
suspiran	2
suspirar	3
suspiro	2
suspiros	4
sustancia	1
sustancias	2
sustituir	1
sustituyendo	2
susto	17
susurra	5
susurro	2
susurró	1
suya	4
suyas	2
suyo	4
suyos	2
ta	6
tabla	22
tablas	7
tablero	2
tableros	3
tablitas	1
tablón	1
tablones	2
taburete	3
taburetes	2
tac	23
tacaño	24
tacita	1
taco	1
tacón	4
taconea	2
tacones	3
tacos	3
tacto	1
tacha	20
tachar	1
tachuelas	2
tadeo	7
tahití	1
taimado	1
tajadas	1
tajo	3
tal	17
tala	4
taladradora	1
talco	4
tales	16
talo	12
talla	1
tallarines	2
taller	1
talleres	1
tallo	9
tamaño	12
tamaños	6
tambaleaba	1
tambaleante	3
tambalearse	2
también	159
tambor	14
tambores	1
tampoco	18
tan	152
tango	1
tanque	1
tanta	6
tantas	8
tanto	58
tantos	8
tapa	50
tapaba	4
tapada	2
tapado	2
tapan	2
tapar	2
taparemos	1
taparnos	1
tapas	3
tápate	1
tape	11
tapete	1
tapia	5
tapices	1
tapiz	2
tapo	3
tapó	5
tapón	5
tapones	4
taquilla	2
tarara	35
tarará	5
tararí	15
tardaba	1
tardan	1
tardaron	2
tarde	85
tardes	11
tardo	4
tardó	2
tarea	2
tareas	3
tarima	1
tarjeta	4
tarjetas	3
tarjetita	1
taro	2
tarra	2
tarragona	1
tarrina	7
tarrito	1
tarritos	2
tarro	28
tarros	4
tarta	40
tartamudo	2
tartas	7
tarzán	2
tasca	2
tasmania	1
tata	4
tato	3
taxi	71
taxímetro	1
taxista	10
taza	41
tazas	2
tazón	6
te	399
té	31
teatro	17
tebeo	9
tebeos	3
tecla	7
teclado	3
teclas	1
técnico	1
técnicos	1
techo	12
techos	1
teddy	2
teide	3
teja	3
tejadillo	7
tejado	37
tejados	3
teje	2
tejedor	2
tejedora	2
tejen	1
tejer	3
tejía	2
tejido	4
tejiendo	5
tejió	4
tejón	1
tela	36
telaraña	5
telarañas	4
telas	4
tele	38
telecine	1
telediario	2
teledirigido	2
teleférico	1
telefonea	2
telefonéala	1
teléfono	68
telegrama	4
telegramas	2
telescopio	4
television	6
televisión	15
televisiones	1
televisor	4
telilla	1
telón	5
tema	6
temas	2
temblaba	3
temblaban	1
temblado	3
temblando	1
temblar	2
teme	4
temer	4
temor	2
témpera	1
temperatura	3
temperaturas	1
tempestad	1
templada	3
templan	2
templete	2
temporada	1
temporal	2
tempranito	7
temprano	9
ten	11
tender	1
tendida	2
tendimos	1
tendrá	7
tendrán	4
tendrás	5
tendré	2
tendremos	3
tendría	2
tendríamos	4
tendrías	1
tenebrosa	1
tenedor	18
tenedores	2
tenéis	5
tenemos	41
tener	37
tenga	6
tengáis	2
tengamos	1
tengan	34
tengas	11
tengo	161
tenía	118
teníamos	3
tenían	20
tenido	7
teniendo	3
tenis	5
tenista	1
tenistas	1
tenor	6
teñido	3
teñir	1
teñirlo	1
teo	7
teodoro	1
tercer	2
tercera	7
tercero	6
terceros	1
terciopelo	1
terco	1
teresa	7
termina	14
terminado	10
terminamos	6
terminan	7
terminar	9
terminara	1
terminaremos	1
terminaron	9
terminen	3
termines	1
terminó	7
término	2
termita	3
termitas	1
termo	1
termómetro	6
ternera	6
ternero	3
terneros	2
ternura	3
tero	4
terraplén	2
terraza	12
terremoto	3
terreno	2
terrestre	4
terrible	11
terriblemente	1
terribles	1
terrícolas	2
territorio	2
terrón	1
tesoro	15
tesoros	7
testaruda	3
testigo	3
testigos	4
tetera	2
tetillas	1
textil	2
texto	10
textos	3
ti	37
tía	63
tiburón	8
tic-tac	3
tic	28
tica	13
tictac	4
tiembla	3
tiemblan	4
tiempo	74
tiempos	2
tienda	30
tiendas	5
tiende	2
tienden	1
tiene	725
tienen	91
tienes	53
tierna	1
tiernas	3
tierno	5
tiernos	3
tierra	88
tierras	8
tiesas	1
tiesto	3
tigre	25
tigres	12
tijera	8
tijeras	28
tila	15
tilín	7
tilo	1
timbal	2
timbre	8
tímida	1
tímidamente	3
tímido	1
timón	5
timoteo	13
tina	1
tinaja	1
tino	5
tinta	8
tintero	1
tiñe	1
tío	55
tíos	9
tiovivo	7
tipi	11
tipo	7
tipos	2
tira	18
tiraba	3
tirabuzón	1
tirachinas	3
tirada	2
tirado	6
tiran	1
tirando	3
tirano	1
tirantes	1
tirar	8
tiraré	2
tirarla	2
tirarle	7
tirarlo	1
tiraron	2
tiras	1
tirita	2
tiritan	2
tiritas	2
tiro	7
tiró	10
tirón	5
tita	2
titanic	2
títere	1
títeres	4
tito	5
titubeó	2
titulaba	2
titulado	3
titular	4
titulo	1
título	10
tiza	10
tizas	4
to	1
toalla	25
toallas	2
tobías	47
tobillo	2
tobillos	4
tobogán	6
toboganes	1
toc	13
toca	82
tocaba	7
tocaban	2
tocado	3
tocamos	2
tocan	6
tocando	6
tocar	20
tocarla	1
tocarlo	3
tocas	2
tocino	3
toco	4
tocó	8
toda	56
todas	101
todavía	16
todo	272
todos	371
toffe	4
tokio	1
toldo	6
toldos	3
tom	2
toma	132
tomaba	1
tomad	1
tomado	4
tomamos	5
toman	9
tomando	5
tomar	21
tomará	1
tomaré	2
tomaría	3
tomarlas	1
tomaron	2
tomarse	5
tomas	1
tomás	26
tomate	104
tomates	29
tómbola	2
tome	1
tomé	4
tomes	1
tomillo	2
tomo	11
tomó	14
ton	9
tonel	1
tonet	1
toni	2
tonino	2
tono	4
tontas	2
tonterías	4
tontita	3
tonto	7
tontorrones	2
tontos	1
tony	1
toñi	10
toño	10
topito	4
topo	76
topos	4
toques	4
toquilla	2
tor	49
tórax	1
torcido	1
torció	2
tordo	2
tordos	1
torea	2
torero	7
toribio	1
torices	10
tormenta	16
tormentas	5
tormentosa	4
tormentoso	3
tornan	1
tornillo	9
tornillos	5
torno	1
toro	18
toros	1
torpe	3
torpes	6
torpón	2
torre	73
torres	5
torta	9
tortas	2
tortilla	18
tortosa	15
tortuga	54
tortugas	1
tos	14
tose	14
toser	1
tosí	1
tostada	11
tostadas	8
tostadora	1
tostar	1
total	3
totalmente	1
toto	2
totó	5
totovía	1
toya	18
tozudo	2
tra	2
trabaja	8
trabajaba	4
trabajador	1
trabajadora	1
trabajadores	1
trabajados	1
trabajamos	1
trabajan	9
trabajando	3
trabajar	13
trabaje	1
trabajo	31
trabajos	4
trabalenguas	14
traca	2
tractor	16
tractores	2
tractorista	1
tradición	2
trae	14
traed	3
traemos	1
traen	4
traer	5
traerá	2
traerán	4
traeré	2
traeremos	3
tráfico	6
tragaba	1
tragado	3
tragar	2
tragón	5
tragona	1
tragones	1
traía	6
traían	1
traído	11
traidor	3
traigo	5
traje	24
trajera	3
trajeras	2
trajeron	3
trajes	14
trajo	13
tramontana	1
trampa	5
trampas	1
trampolín	5
tramposa	1
tramposo	1
tranquila	2
tranquilas	3
tranquilidad	1
tranquiliza	2
tranquilizan	1
tranquilizó	4
tranquilo	12
tranquilos	6
trans	2
transatlántico	4
transatlánticos	1
transbordador	4
transcurre	3
transcurría	1
transeúntes	2
transformó	4
transiberiano	2
transilvania	2
transmiten	1
transmitió	1
transmitir	1
transparente	12
transparentes	1
transpirar	1
transpirenaico	2
transporta	4
transportaba	1
transportar	10
transporte	20
transportes	8
transportista	8
transversal	1
transversalmente	1
tranvía	3
trapecio	1
trapecista	4
trapecistas	2
trapero	1
trapito	1
trapo	12
trapos	1
tras	22
trasatlántico	1
traseras	5
trasformó	1
trasladarse	3
traspasó	1
trastadas	1
trasteaba	2
trastero	3
trasto	4
trastos	3
trata	2
trataba	4
tratado	2
tratan	2
tratando	1
tratar	3
tratase	2
trato	4
través	7
travesura	2
travesuras	1
travieso	10
traviesos	2
trayendo	2
traza	1
trazan	1
trazos	2
tre	3
trébol	11
tréboles	2
trece	7
treinta	25
tremendo	3
tren	83
trenecito	5
trenes	5
trenza	10
trenzas	5
trepa	4
trepan	2
trepando	1
trepar	2
trepara	1
trepó	1
tres	158
tri	2
triangular	2
triangulitos	2
triángulo	1
triciclo	6
triciclos	6
tricolor	3
trigal	8
trigales	2
trigo	39
trigos	3
triguito	4
trimestre	2
trinan	3
trineo	13
trineos	3
trini	1
trinidad	1
trino	1
trinos	3
trip	5
tripa	9
tris	1
tristán	26
tristana	28
triste	43
tristes	9
tristeza	4
triunfal	2
troceando	1
trocito	4
trocitos	5
trofeo	1
trofeos	1
trolas	1
trombón	4
trompa	7
trompada	1
trompas	1
trompazo	1
trompeta	14
trompetas	4
trompetilla	3
trompita	2
trompo	6
troncazo	1
tronco	16
troncos	1
tronchan	1
troncho	2
trono	7
tronquito	1
tropezaban	1
tropezando	4
tropezar	3
tropezó	4
tropezón	3
tropical	2
trota	3
trotando	3
trotar	2
trote	3
trozo	7
trozos	7
truco	8
trucha	4
truchas	3
truena	3
trueno	6
truenos	3
trufa	5
tu	178
tú	119
tubo	8
tubos	2
tucán	1
tuerca	2
tufo	1
tul	1
tula	1
tulipán	9
tulipanes	3
tumba	3
tumbado	5
tumbados	1
tumbamos	1
tumbarse	4
tumbó	2
tumbona	2
tuna	4
túnel	4
túnica	11
túnicas	4
turbio	1
turbo	2
turistas	1
turno	10
turnos	2
turrón	15
turrones	1
tururú	3
tus	42
tutú	1
tuve	6
tuviera	12
tuviéramos	3
tuvieran	3
tuvieron	7
tuvimos	1
tuvo	16
tuya	4
tuyas	2
tuyo	1
tuyos	4
tyrannosaurus rex	2
u	6
ubre	1
ubres	3
uf	6
uh	3
ulises	5
última	8
últimas	1
último	35
últimos	2
ultramar	3
umbral	2
un	3,002
una	1,996
unas	90
une	53
unen	6
única	8
único	15
unicornio	2
únicos	1
unidad	2
unidades	7
unidos	4
uniendo	3
unieron	3
uniforme	2
unir	2
universo	2
uno	130
unos	146
unta	2
untó	1
uña	33
uñas	10
urbano	5
urbe	3
urgentemente	1
urna	10
urraca	5
úrsula	1
usa	60
usaba	2
usadas	2
úsala	1
usamos	2
usan	10
usanza	3
usar	4
usaría	1
usarla	1
usaron	1
uso	5
usted	14
ustedes	1
utensilios	1
útil	3
útiles	6
utiliza	7
utilizaba	2
utilizamos	2
utilizan	3
utilizando	7
utilizar	4
utilizarla	1
utilizarlo	2
utilizarlos	1
utilizaron	1
utilizas	3
utilizo	5
uva	34
uvas	34
uve	4
uy	4
v	1
va	240
vaca	110
vacaciones	54
vacas	13
vacía	11
vaciamos	1
vacían	1
vacío	5
vaga	1
vagabundo	2
vagón	8
vagones	7
vaho	2
vainilla	3
vais	3
vajilla	2
valdemorillo	1
vale	28
valemos	1
valen	2
valentía	1
valentín	2
valentina	6
valía	3
valiente	11
valientes	1
valiera	1
valor	2
valores	2
vals	1
valla	9
valle	3
valles	2
vámonos	6
vamos	98
vampiros	2
van	114
vanesa	3
vanidoso	4
vapor	2
vaquera	1
vaquerías	1
vaquero	3
vaqueros	4
vaquita	10
vaquitas	2
vara	6
variada	2
variadas	2
variadísimos	1
variados	2
varias	8
varicela	1
variedad	1
variedades	2
varios	14
varita	14
varta	1
vas	18
vasijas	4
vasito	1
vaso	75
vasos	9
váter	2
vaya	25
vayáis	2
vayas	2
vázquez	1
ve	59
vea	1
veaís	1
veáis	1
vean	4
veas	3
veces	52
vecina	15
vecinas	3
vecino	14
vecinos	44
ved	1
vega	1
vegetales	1
vegetariano	2
vegetarianos	2
vehículo	6
vehículos	2
veía	14
veíamos	2
veían	3
veinte	9
veinticinco	3
veinticuatro	4
veintidós	2
veintinueve	2
veintiocho	2
veintiséis	2
veintisiete	2
veintitrés	3
veintiún	1
veintiuna	2
veintiuno	2
veis	7
vejez	1
vela	56
velas	14
velero	27
veleta	22
velo	3
veloces	2
velocidad	8
veloz	5
vemos	8
ven	46
vena	2
venas	2
vence	1
vencer	1
venció	2
venda	6
vendado	3
vendados	1
vendando	1
vendas	4
vendaval	3
vende	30
vendedor	2
venden	10
vender	8
venderé	9
vendería	3
venderlo	3
venderlos	1
vendía	3
vendiendo	1
vendiera	2
vendimia	1
vendimiadores	1
vendió	6
vendo	2
vendrá	5
vendrán	2
vendría	1
venenosas	2
venenoso	2
venero	1
venga	20
vengáis	1
vengan	4
vengas	1
vengo	6
venía	4
veníamos	2
venían	6
venid	8
venida	1
venido	12
venimos	1
venir	16
venirte	1
venís	1
venta	3
ventajas	4
ventana	71
ventanas	19
ventanilla	22
vente	1
ventilador	4
ventoso	1
veo	94
ver	131
vera	12
verá	1
verán	4
veraneaban	1
veranear	1
veraneo	1
verano	67
veranos	2
veras	3
verás	13
verbena	1
verdad	46
verdadera	6
verdaderamente	1
verdaderas	1
verdadero	5
verde	118
verderón	3
verdes	23
verdín	2
verdosa	1
verdura	5
verduras	7
veré	2
vereda	1
veréis	5
veremos	1
vergel	1
vergüenza	5
vería	1
verla	6
verlas	2
verle	2
verles	1
verlo	5
verlos	6
verme	2
vernos	2
verónica	4
verse	1
verso	2
versos	3
vertiginoso	1
ves	20
vestía	6
vestían	4
vestida	9
vestidas	3
vestido	63
vestidos	15
vestir	5
vestirá	2
vestiré	1
vestirse	3
vestuario	2
vete	9
veterinaria	5
veterinario	4
veterinarios	2
vez	138
vi	24
ví	6
vía	16
viaja	21
viajaba	3
viajaban	2
viajado	2
viajamos	2
viajan	5
viajante	2
viajar	9
viajaré	2
viajaron	1
viajas	2
viaje	93
viajecito	1
viajera	2
viajero	4
viajeros	7
viajes	17
viajo	2
viajó	5
vías	3
víbora	3
víboras	1
vicenta	1
vicente	13
viceversa	2
victor	1
víctor	4
victoria	1
vid	3
vida	33
vidas	3
vídeo	7
videos	2
vídeos	1
videoteca	2
vidrio	1
vieiras	2
vieja	16
viejas	3
viejecita	4
viejo	24
viejos	9
viendo	6
viéndolo	2
viene	46
vienen	9
vienes	8
viento	89
vientos	3
vientre	1
viera	5
vieran	1
viernes	44
vieron	16
vigía	1
vigila	6
vigilaban	2
vigilan	2
vigilancia	3
vigilando	3
vigilante	1
vigilantes	6
vigilar	4
vigilarla	2
vigilarlo	2
vikingo	2
villa	3
villamuriel	2
villancico	3
villancicos	6
vimos	17
vinagre	3
vinieras	2
vinieron	2
vinimos	1
vino	41
viña	8
viñedos	1
viñeta	5
vio	54
vió	1
violeta	37
violetas	10
violín	35
violinista	2
violonchelo	5
virgen	13
virginia	1
virtud	1
virus	1
virutillas	2
visera	1
visillos	2
visita	17
visitaban	1
visitamos	1
visitan	4
visitando	1
visitantes	2
visitar	16
visitará	1
visitarla	2
visitarlas	1
visitarle	1
visitarlos	2
visitarme	1
visitaros	1
visitarte	1
visitas	2
visité	3
visitéis	1
visito	1
visitó	1
viso	1
vista	3
viste	8
vísteme	3
visten	3
vistieron	2
vistió	2
visto	42
vistosos	2
vitaminas	1
vito	4
vitrocerámica	1
viva	10
vivac	1
vivan	1
vivanco	2
vivancos	2
vivarachas	2
vive	63
viven	29
vives	1
viví	1
vivía	35
vivían	13
vivido	2
vivienda	2
viviendo	1
vivieron	4
vivimos	5
vivió	4
vivir	18
vivirá	2
vivirán	1
viviréis	3
viviría	4
vivo	20
vocabulario	2
vocal	3
vocales	17
vocaliza	1
vocecita	1
voces	7
volaba	3
volaban	2
volado	1
volador	3
voladora	1
voladores	1
volando	25
volante	14
volantes	1
volar	17
volará	1
volaron	11
volcán	5
voleibol	1
voló	5
volteretas	3
voluntario	1
volved	3
volvemos	3
volver	27
volverá	8
volverán	3
volveré	3
volveremos	4
volvería	2
volverían	3
volverme	1
volverse	1
volverte	1
volví	5
volvía	8
volviendo	2
volvieran	2
volvieron	6
volvimos	5
volvió	21
vomitar	3
vosotras	2
vosotros	17
vote	3
votos	2
voy	82
voz	39
vuela	55
vuelan	14
vuelas	1
vuelo	20
vuelos	2
vuelta	17
vueltas	13
vuelto	11
vuelva	3
vuelvan	2
vuelvas	3
vuelve	23
vuelven	8
vuelvo	4
vuestra	5
vuestras	3
vuestro	4
vuestros	2
vulgares	1
waldo	6
walkman	9
walter	2
wally	1
wan	2
water	4
waterpolo	10
wenceslao	1
wendy	3
william	2
willy	4
windsurf	6
windsurfista	3
xabier	1
xila	8
xilo	2
xilofonista	4
xilófono	58
xilófonos	1
xuxa	5
y	6,243
ya	257
yacer	1
yacía	1
yaga	1
yago	5
yak	1
yasmina	1
yate	38
yates	1
yaya	5
yayita	1
yayo	4
ye-ye	1
yegua	32
yeguas	1
yegüero	1
yegüita	3
yema	45
yemas	4
yemen	1
yerba	1
yerbabuena	1
yeso	8
yiyo	1
ylenia	3
yo-yo	1
yo	414
yodo	2
yoga	2
yogourt	6
yogui	2
yogur	25
yogures	10
yola	2
yolanda	15
yoli	10
you	1
yoyo	3
yoyó	35
yudo	3
yugo	3
yunque	1
yupi	16
yute	1
za	4
zacarías	3
zaida	1
zaira	1
zalamera	2
zambomba	12
zambombas	6
zambulle	1
zambullen	2
zambullía	2
zambullirme	1
zambullirse	3
zampa	2
zampaba	3
zampado	2
zampando	1
zampé	2
zampó	1
zanahoria	16
zanahorias	10
zancos	2
zancuda	1
zanja	7
zao	5
zapa	2
zapata	1
zapatazo	2
zapateras	2
zapatería	7
zapaterías	2
zapatero	18
zapateros	6
zapatiesta	1
zapatilla	12
zapatillas	12
zapatito	2
zapatitos	3
zapato	61
zapatón	4
zapatones	2
zapatos	64
zape	3
zapi	3
zapo	4
zaragoza	1
zarandean	3
zarpa	1
zarpazo	2
zarracatín	2
zarza	3
zarzales	1
zarzas	4
zas	6
zascandil	2
zeta	2
zipi	2
zoco	3
zoel	1
zoila	5
zoilo	14
zomba	11
zona	3
zonas	3
zoo	40
zoológico	7
zorra	10
zorritos	2
zorro	46
zueco	7
zuecos	7
zulema	1
zumbido	2
zumbón	2
zumo	53
zumos	1
zurdo	2
zurrón	6
zuza	3
